Capture Time,PUN,X,Y
2022/10/26 04:03:17:174,1122235BHA114745,586.9,546.0
2022/10/26 04:12:48:780,1122235BHA114746,572.5,513.8
2022/10/26 04:14:30:616,1122235BHA114747,580.7,534.4
2022/10/26 04:16:28:565,1122235BHA114748,592.1,477.0
2022/10/26 04:05:05:613,1122235BHA114749,576.2,484.6
2022/10/26 04:12:51:679,1122235BHA114750,601.5,488.6
2022/10/26 04:14:40:018,1122235BHA114751,541.9,519.2
2022/10/26 04:15:39:540,1122235BHA114752,548.5,676.1
2022/10/26 04:15:42:445,1122235BHA114753,555.7,607.4
2022/10/26 04:13:40:898,1122235BHA114754,558.6,503.4
2022/10/26 04:13:43:800,1122235BHA114755,560.8,519.7
2022/10/26 04:14:33:619,1122235BHA114756,535.1,532.6
2022/10/26 04:14:10:409,1122235BHA114757,579.5,573.4
2022/10/26 04:14:07:406,1122235BHA114758,561.2,646.3
2022/10/26 04:10:05:221,1122235BHA114759,590.6,553.7
2022/10/26 04:12:44:976,1122235BHA114760,538.4,647.8
2022/10/26 04:14:14:312,1122235BHA114761,575.5,536.9
2022/10/26 04:14:36:924,1122235BHA114762,589.0,496.3
2022/10/26 04:09:48:818,1122235BHA114763,545.5,534.3
2022/10/26 04:10:07:121,1122235BHA114764,579.1,502.0
2022/10/26 04:10:09:922,1122235BHA114765,581.4,512.5
2022/10/26 04:03:23:776,1122235BHA114766,561.1,480.7
2022/10/26 04:03:20:275,1122235BHA114767,523.9,597.4
2022/10/26 04:09:52:320,1122235BHA114768,532.1,517.5
2022/10/26 04:09:55:716,1122235BHA114769,547.2,551.7
2022/10/26 04:12:42:080,1122235BHA114770,557.9,561.1
2022/10/26 04:12:22:970,1122235BHA114771,544.5,705.8
2022/10/26 04:04:38:802,1122235BHA114772,555.1,486.3
2022/10/26 04:10:03:320,1122235BHA114773,568.3,536.9
2022/10/26 04:12:25:875,1122235BHA114775,577.4,546.6
2022/10/26 04:16:18:556,1122235BHA114779,569.4,531.0
2022/10/26 04:16:21:455,1122235BHA114784,603.3,626.0
2022/10/26 04:12:29:272,1122235BHA114796,575.1,515.5
2022/10/26 04:12:31:472,1122235BHA114797,554.8,520.7
2022/10/26 04:14:17:416,1122235BHA114802,544.8,520.8
2022/10/26 07:31:09:444,1122235BHA114878,582.2,482.5
2022/10/25 19:53:36:254,1122236BHA114173,600.1,489.3
2022/10/25 19:54:27:377,1122236BHA114174,548.2,531.6
2022/10/25 20:25:43:442,1122236BHA114175,571.8,519.8
2022/10/25 19:54:39:471,1122236BHA114178,584.3,542.4
2022/10/25 19:55:09:085,1122236BHA114179,565.1,510.9
2022/10/25 20:25:56:644,1122236BHA114180,543.2,504.4
2022/10/25 19:54:20:569,1122236BHA114181,543.7,591.2
2022/10/25 19:55:12:084,1122236BHA114183,569.6,530.3
2022/10/25 19:54:42:476,1122236BHA114184,598.6,542.8
2022/10/25 19:54:05:359,1122236BHA114185,609.9,537.3
2022/10/25 19:54:23:969,1122236BHA114186,535.0,589.3
2022/10/25 19:53:58:659,1122236BHA114188,588.8,827.0
2022/10/25 19:54:48:585,1122236BHA114192,546.3,532.7
2022/10/25 19:55:16:685,1122236BHA114193,549.9,490.2
2022/10/25 19:54:08:862,1122236BHA114196,560.2,555.1
2022/10/25 19:54:45:574,1122236BHA114198,571.2,547.2
2022/10/25 19:54:01:660,1122236BHA114199,596.1,576.5
2022/10/25 20:24:08:306,1122236BHA114203,552.6,556.5
2022/10/25 20:17:00:958,1122236BHA114204,588.9,560.4
2022/10/25 20:16:58:052,1122236BHA114205,532.8,543.6
2022/10/25 20:01:29:220,1122236BHA114206,571.5,548.8
2022/10/25 20:02:21:643,1122236BHA114207,547.1,528.2
2022/10/25 20:26:23:266,1122236BHA114208,579.3,564.0
2022/10/25 20:19:07:200,1122236BHA114209,574.7,524.4
2022/10/25 20:17:52:070,1122236BHA114210,623.5,511.3
2022/10/25 20:03:11:766,1122236BHA114211,548.2,497.8
2022/10/25 20:02:10:135,1122236BHA114212,533.2,523.6
2022/10/25 20:03:06:654,1122236BHA114213,583.1,518.7
2022/10/25 20:18:31:784,1122236BHA114214,566.1,486.0
2022/10/25 20:02:58:451,1122236BHA114215,605.4,520.7
2022/10/25 20:18:29:786,1122236BHA114216,552.3,503.2
2022/10/25 20:24:25:412,1122236BHA114217,531.9,502.4
2022/10/25 20:25:52:844,1122236BHA114218,575.3,537.3
2022/10/25 19:55:52:899,1122236BHA114219,575.4,531.2
2022/10/25 20:19:09:999,1122236BHA114220,561.4,601.9
2022/10/25 20:24:10:909,1122236BHA114221,538.4,557.3
2022/10/25 20:25:19:632,1122236BHA114222,598.8,500.0
2022/10/25 20:25:46:741,1122236BHA114223,565.8,508.5
2022/10/25 19:55:58:700,1122236BHA114224,583.7,487.8
2022/10/25 19:56:01:101,1122236BHA114225,562.1,494.3
2022/10/25 20:25:58:945,1122236BHA114226,583.8,482.1
2022/10/25 20:24:14:109,1122236BHA114227,534.7,536.1
2022/10/25 20:25:35:637,1122236BHA114228,579.6,566.9
2022/10/25 20:24:57:626,1122236BHA114229,536.1,585.2
2022/10/25 20:25:54:745,1122236BHA114230,569.3,524.3
2022/10/25 20:25:16:729,1122236BHA114232,576.9,511.1
2022/10/25 20:40:51:566,1122236BHA114277,564.8,680.0
2022/10/25 20:37:59:505,1122236BHA114280,581.3,479.5
2022/10/25 20:41:04:670,1122236BHA114287,560.3,517.2
2022/10/25 20:41:05:870,1122236BHA114287,560.9,516.3
2022/10/25 20:41:08:872,1122236BHA114287,560.5,516.2
2022/10/25 20:41:11:072,1122236BHA114287,561.1,517.6
2022/10/25 20:41:13:172,1122236BHA114287,561.0,516.9
2022/10/25 20:41:15:174,1122236BHA114287,559.7,515.6
2022/10/25 20:41:18:476,1122236BHA114287,560.9,516.0
2022/10/25 20:41:21:881,1122236BHA114287,560.5,516.1
2022/10/25 20:41:26:178,1122236BHA114287,560.8,516.2
2022/10/25 20:41:31:080,1122236BHA114287,560.7,517.3
2022/10/25 20:41:33:480,1122236BHA114287,560.6,516.1
2022/10/25 20:41:34:480,1122236BHA114287,560.2,515.4
2022/10/25 20:41:36:282,1122236BHA114287,560.9,514.6
2022/10/25 20:41:37:387,1122236BHA114287,560.9,514.4
2022/10/25 20:41:53:290,1122236BHA114287,560.2,516.4
2022/10/25 20:41:54:488,1122236BHA114287,560.7,516.3
2022/10/25 20:41:56:589,1122236BHA114287,560.9,516.4
2022/10/25 20:41:59:489,1122236BHA114287,559.4,512.9
2022/10/25 20:42:12:394,1122236BHA114287,560.9,516.7
2022/10/25 20:42:15:795,1122236BHA114287,560.2,515.0
2022/10/25 20:42:16:996,1122236BHA114287,561.1,518.7
2022/10/25 20:42:20:097,1122236BHA114287,560.9,516.7
2022/10/25 20:42:23:198,1122236BHA114287,560.7,516.6
2022/10/25 20:42:32:902,1122236BHA114287,560.9,516.8
2022/10/25 20:42:34:101,1122236BHA114287,560.5,517.1
2022/10/25 20:42:35:203,1122236BHA114287,560.9,517.0
2022/10/25 20:42:37:204,1122236BHA114287,560.5,517.0
2022/10/25 20:42:48:308,1122236BHA114287,560.6,517.1
2022/10/25 20:37:37:297,1122236BHA114291,532.5,635.1
2022/10/25 20:40:56:767,1122236BHA114292,576.8,541.5
2022/10/25 19:55:19:787,1122236BHA114296,545.0,485.7
2022/10/25 20:25:40:340,1122236BHA114297,576.3,572.0
2022/10/25 20:24:27:312,1122236BHA114302,559.3,518.1
2022/10/25 19:53:14:541,1122236BHA114309,530.0,546.2
2022/10/25 19:54:17:565,1122236BHA114314,588.8,585.7
2022/10/25 20:34:45:536,1122236BHA114388,553.1,504.2
2022/10/25 20:02:07:136,1122236BHA114413,531.2,552.1
2022/10/25 19:55:37:196,1122236BHA114414,521.9,565.9
2022/10/25 19:56:25:313,1122236BHA114415,597.6,504.3
2022/10/25 20:02:27:942,1122236BHA114418,570.6,486.7
2022/10/25 20:02:47:348,1122236BHA114419,557.2,713.2
2022/10/25 19:55:55:499,1122236BHA114420,579.3,499.8
2022/10/25 19:57:32:037,1122236BHA114421,553.5,484.4
2022/10/25 20:02:04:133,1122236BHA114423,529.4,542.5
2022/10/25 20:03:08:757,1122236BHA114424,585.4,484.1
2022/10/25 19:56:22:109,1122236BHA114425,535.6,562.9
2022/10/25 19:55:34:792,1122236BHA114426,562.6,641.6
2022/10/25 20:02:52:052,1122236BHA114427,560.4,555.7
2022/10/25 20:01:51:627,1122236BHA114428,550.2,528.5
2022/10/25 20:02:54:852,1122236BHA114430,543.4,532.2
2022/10/25 20:03:04:654,1122236BHA114431,545.2,589.9
2022/10/25 20:01:20:419,1122236BHA114432,582.5,546.4
2022/10/25 20:02:30:841,1122236BHA114433,549.0,495.5
2022/10/25 20:02:12:034,1122236BHA114436,588.8,497.1
2022/10/25 20:01:40:823,1122236BHA114437,583.5,602.4
2022/10/25 20:02:24:440,1122236BHA114438,572.0,512.6
2022/10/25 20:18:50:191,1122236BHA114440,577.0,726.5
2022/10/25 20:19:14:900,1122236BHA114441,554.0,575.9
2022/10/25 20:18:58:895,1122236BHA114442,591.1,524.2
2022/10/25 20:18:26:985,1122236BHA114476,576.9,509.5
2022/10/25 20:18:24:285,1122236BHA114477,568.9,516.7
2022/10/25 20:17:42:867,1122236BHA114482,638.5,519.4
2022/10/25 20:18:55:894,1122236BHA114491,523.9,563.0
2022/10/25 20:18:52:893,1122236BHA114496,571.4,651.0
2022/10/25 20:26:54:766,1122236BHA114497,566.3,590.9
2022/10/25 20:45:32:668,1122236BHA114829,562.2,519.0
2022/10/25 20:46:13:682,1122236BHA114830,540.3,535.5
2022/10/25 20:48:29:330,1122236BHA114836,583.7,523.9
2022/10/25 20:48:11:724,1122236BHA114887,569.5,547.7
2022/10/25 20:48:09:121,1122236BHA114929,549.2,559.8
2022/10/25 20:38:02:505,1122236BHA114935,586.0,521.1
2022/10/25 20:45:21:963,1122236BHA114956,566.9,532.7
2022/10/25 20:44:57:666,1122236BHA114958,624.0,514.4
2022/10/25 20:43:12:415,1122236BHA114960,582.1,509.1
2022/10/25 20:43:14:417,1122236BHA114963,579.2,569.1
2022/10/26 04:08:25:485,1122236BHA114999,540.6,658.7
2022/10/26 04:08:05:781,1122236BHA115003,591.4,593.5
2022/10/26 04:08:28:386,1122236BHA115004,546.6,594.0
2022/10/26 04:08:31:787,1122236BHA115005,532.0,554.8
2022/10/26 04:08:08:679,1122236BHA115008,577.3,542.1
2022/10/26 04:08:33:787,1122236BHA115009,558.1,485.3
2022/10/26 04:08:11:179,1122236BHA115010,548.7,552.9
2022/10/26 04:06:39:547,1122236BHA115013,549.3,524.1
2022/10/26 04:06:55:557,1122236BHA115014,578.9,523.7
2022/10/26 04:08:02:977,1122236BHA115018,595.1,713.1
2022/10/25 20:48:31:432,1122236BHA115061,596.7,516.8
2022/10/25 20:23:51:501,1122236BHA115076,560.1,505.1
2022/10/25 20:28:10:897,1122236BHA115077,541.9,543.0
2022/10/25 20:24:17:609,1122236BHA115080,592.9,503.7
2022/10/25 20:24:30:113,1122236BHA115081,584.1,487.0
2022/10/25 19:58:12:952,1122236BHA115082,543.5,561.0
2022/10/25 19:57:55:545,1122236BHA115083,571.2,629.3
2022/10/25 20:35:15:647,1122236BHA115086,572.9,533.9
2022/10/25 20:34:27:128,1122236BHA115087,568.3,535.8
2022/10/25 20:30:57:754,1122236BHA115088,616.4,474.9
2022/10/25 20:22:56:080,1122236BHA115089,544.8,528.7
2022/10/25 20:23:28:092,1122236BHA115090,557.4,534.1
2022/10/25 20:33:56:218,1122236BHA115091,550.2,502.0
2022/10/25 20:28:50:106,1122236BHA115092,609.9,540.0
2022/10/25 20:22:46:779,1122236BHA115093,530.5,521.3
2022/10/25 20:37:48:901,1122236BHA115094,585.2,531.2
2022/10/25 20:22:38:973,1122236BHA115095,583.1,549.0
2022/10/25 20:22:41:875,1122236BHA115098,574.4,557.6
2022/10/25 20:23:22:189,1122236BHA115099,584.6,614.9
2022/10/25 20:23:45:798,1122236BHA115100,574.6,537.5
2022/10/25 20:23:48:499,1122236BHA115101,575.3,526.4
2022/10/25 20:23:01:283,1122236BHA115103,578.1,498.5
2022/10/25 20:23:25:091,1122236BHA115104,567.8,566.8
2022/10/25 20:23:30:992,1122236BHA115105,620.6,516.9
2022/10/25 19:57:58:856,1122236BHA115106,568.6,521.4
2022/10/25 20:37:11:088,1122236BHA115107,580.2,494.2
2022/10/25 20:22:58:382,1122236BHA115108,545.9,509.9
2022/10/25 20:28:25:401,1122236BHA115109,530.1,553.0
2022/10/25 20:36:39:677,1122236BHA115110,574.4,550.9
2022/10/25 20:36:01:963,1122236BHA115111,567.2,537.8
2022/10/25 20:37:08:787,1122236BHA115112,531.7,477.2
2022/10/25 20:38:44:920,1122236BHA115113,604.1,516.3
2022/10/25 20:31:00:554,1122236BHA115114,553.6,469.4
2022/10/25 20:30:11:437,1122236BHA115115,538.6,579.5
2022/10/25 20:37:05:685,1122236BHA115116,577.4,505.4
2022/10/25 20:40:45:965,1122236BHA115117,583.3,510.9
2022/10/25 20:01:46:826,1122236BHA115119,580.4,490.0
2022/10/25 19:58:39:261,1122236BHA115120,595.0,513.4
2022/10/25 20:36:45:978,1122236BHA115121,579.4,551.0
2022/10/25 20:38:22:314,1122236BHA115122,557.9,578.0
2022/10/25 19:58:36:357,1122236BHA115123,547.9,542.2
2022/10/25 19:58:33:557,1122236BHA115124,544.2,547.2
2022/10/25 19:58:02:646,1122236BHA115125,574.9,512.4
2022/10/25 20:34:30:432,1122236BHA115126,556.3,510.3
2022/10/25 20:35:28:751,1122236BHA115127,581.1,503.8
2022/10/25 19:58:19:454,1122236BHA115128,538.0,518.9
2022/10/25 20:00:54:608,1122236BHA115129,570.6,514.3
2022/10/25 20:00:59:809,1122236BHA115130,610.0,483.0
2022/10/25 19:59:12:972,1122236BHA115131,612.9,529.8
2022/10/25 20:35:31:360,1122236BHA115132,582.4,494.9
2022/10/25 20:01:01:610,1122236BHA115133,566.4,521.3
2022/10/25 19:58:16:051,1122236BHA115134,522.5,483.6
2022/10/25 20:01:26:122,1122236BHA115135,546.7,518.9
2022/10/25 20:23:04:585,1122236BHA115136,573.1,520.4
2022/10/25 20:47:01:199,1122236BHA115137,562.1,590.0
2022/10/25 20:00:57:311,1122236BHA115138,550.6,512.5
2022/10/25 20:36:48:780,1122236BHA115139,596.4,511.0
2022/10/25 20:46:06:378,1122236BHA115140,581.2,529.4
2022/10/25 20:46:40:589,1122236BHA115141,558.5,679.4
2022/10/25 20:22:14:967,1122236BHA115142,550.7,549.4
2022/10/25 20:21:50:257,1122236BHA115143,549.9,716.1
2022/10/25 20:36:51:180,1122236BHA115144,583.0,516.4
2022/10/25 20:46:43:691,1122236BHA115146,532.1,560.4
2022/10/25 20:46:46:896,1122236BHA115147,590.5,527.5
2022/10/25 20:21:52:959,1122236BHA115148,545.1,592.4
2022/10/25 20:47:04:199,1122236BHA115149,575.7,545.2
2022/10/25 20:21:56:162,1122236BHA115150,568.8,545.9
2022/10/25 20:47:07:601,1122236BHA115151,591.0,491.8
2022/10/25 20:22:09:064,1122236BHA115152,583.7,511.1
2022/10/25 20:46:20:684,1122236BHA115153,628.8,465.1
2022/10/25 20:47:58:420,1122236BHA115154,551.6,500.2
2022/10/25 20:47:29:507,1122236BHA115155,557.3,538.3
2022/10/25 20:37:02:585,1122236BHA115156,535.6,521.1
2022/10/25 20:27:01:368,1122236BHA115157,576.8,500.0
2022/10/25 20:20:14:322,1122236BHA115158,553.0,534.2
2022/10/25 20:22:12:165,1122236BHA115159,569.9,532.3
2022/10/25 20:47:22:307,1122236BHA115160,582.8,578.1
2022/10/25 20:46:50:302,1122236BHA115161,613.8,539.3
2022/10/25 20:36:22:370,1122236BHA115162,594.4,495.4
2022/10/25 20:20:17:423,1122236BHA115164,601.3,537.9
2022/10/25 20:47:31:508,1122236BHA115165,567.0,523.9
2022/10/25 20:30:37:551,1122236BHA115166,598.0,542.0
2022/10/25 20:32:52:694,1122236BHA115167,560.7,516.7
2022/10/25 20:28:52:008,1122236BHA115169,589.3,530.8
2022/10/25 20:31:42:468,1122236BHA115170,576.8,495.9
2022/10/25 20:31:21:662,1122236BHA115171,574.5,543.8
2022/10/25 20:33:14:001,1122236BHA115172,548.5,499.7
2022/10/25 20:22:49:880,1122236BHA115173,582.5,539.5
2022/10/25 20:01:23:220,1122236BHA115174,566.8,556.6
2022/10/25 20:01:43:324,1122236BHA115175,581.9,526.4
2022/10/25 20:32:19:282,1122236BHA115176,542.0,497.3
2022/10/25 20:32:16:180,1122236BHA115177,555.2,506.6
2022/10/25 20:31:58:575,1122236BHA115178,529.9,579.4
2022/10/25 19:55:41:795,1122236BHA115179,585.5,542.4
2022/10/25 20:32:21:183,1122236BHA115180,604.1,493.8
2022/10/25 20:32:00:375,1122236BHA115181,585.3,531.0
2022/10/25 20:32:02:176,1122236BHA115182,553.7,526.1
2022/10/25 19:57:26:933,1122236BHA115183,575.4,509.9
2022/10/25 19:56:19:409,1122236BHA115184,561.8,555.5
2022/10/25 19:57:52:643,1122236BHA115185,550.7,760.9
2022/10/25 20:23:54:902,1122236BHA115186,615.8,498.7
2022/10/25 20:24:36:319,1122236BHA115187,527.1,529.0
2022/10/25 19:57:35:235,1122236BHA115188,531.9,508.5
2022/10/25 19:58:10:047,1122236BHA115189,565.5,683.0
2022/10/25 20:31:55:973,1122236BHA115190,554.2,565.0
2022/10/25 20:32:13:379,1122236BHA115191,561.7,513.8
2022/10/25 20:35:26:548,1122236BHA115192,577.4,509.2
2022/10/25 19:55:39:994,1122236BHA115193,559.5,515.6
2022/10/25 19:57:29:334,1122236BHA115194,557.2,487.3
2022/10/25 20:31:19:860,1122236BHA115195,547.9,516.8
2022/10/25 20:28:07:795,1122236BHA115196,570.5,625.9
2022/10/25 20:40:42:865,1122236BHA115197,555.0,491.5
2022/10/25 19:56:28:912,1122236BHA115198,555.6,517.3
2022/10/25 20:33:10:699,1122236BHA115199,533.2,519.9
2022/10/25 20:30:40:647,1122236BHA115200,552.3,519.7
2022/10/25 20:33:32:810,1122236BHA115201,529.1,556.3
2022/10/25 20:27:43:584,1122236BHA115202,539.2,504.0
2022/10/25 20:26:31:558,1122236BHA115203,539.3,525.4
2022/10/25 20:32:56:496,1122236BHA115204,566.0,512.3
2022/10/25 20:27:19:975,1122236BHA115205,588.8,556.3
2022/10/25 20:33:52:816,1122236BHA115206,559.2,494.5
2022/10/25 20:33:36:309,1122236BHA115207,607.1,548.8
2022/10/25 20:26:58:167,1122236BHA115208,574.6,501.5
2022/10/25 20:38:25:214,1122236BHA115209,604.1,540.2
2022/10/25 20:33:59:317,1122236BHA115211,586.0,510.6
2022/10/25 20:26:26:556,1122236BHA115212,534.2,520.1
2022/10/25 20:38:28:517,1122236BHA115213,573.4,534.2
2022/10/25 20:34:48:339,1122236BHA115214,544.6,479.6
2022/10/25 20:35:09:445,1122236BHA115215,527.4,622.4
2022/10/25 20:29:37:826,1122236BHA115216,545.8,593.0
2022/10/25 20:45:15:362,1122236BHA115217,539.8,832.8
2022/10/25 20:27:21:876,1122236BHA115218,563.1,516.0
2022/10/25 20:27:41:782,1122236BHA115219,567.4,492.4
2022/10/25 20:35:12:345,1122236BHA115220,562.3,552.5
2022/10/25 20:33:42:512,1122236BHA115221,586.1,530.5
2022/10/25 20:31:38:368,1122236BHA115222,592.5,530.0
2022/10/25 20:38:19:011,1122236BHA115223,576.4,548.2
2022/10/25 20:40:38:562,1122236BHA115224,596.0,513.7
2022/10/25 20:21:29:653,1122236BHA115225,560.1,476.1
2022/10/25 20:47:42:213,1122236BHA115226,541.3,525.5
2022/10/25 20:21:24:350,1122236BHA115227,518.7,518.7
2022/10/25 20:21:59:160,1122236BHA115228,542.0,563.0
2022/10/25 20:22:18:067,1122236BHA115229,528.5,497.5
2022/10/25 20:21:27:449,1122236BHA115230,590.9,519.4
2022/10/25 20:35:18:848,1122236BHA115231,574.4,565.0
2022/10/25 20:47:39:511,1122236BHA115232,526.2,538.4
2022/10/25 20:21:34:851,1122236BHA115233,549.9,449.5
2022/10/25 20:46:17:784,1122236BHA115234,548.9,484.1
2022/10/25 20:46:58:200,1122236BHA115235,529.8,512.1
2022/10/25 20:19:17:805,1122236BHA115236,552.3,491.4
2022/10/25 20:20:20:125,1122236BHA115237,564.4,510.3
2022/10/25 20:20:22:026,1122236BHA115238,587.3,536.2
2022/10/25 20:47:27:008,1122236BHA115239,570.5,542.0
2022/10/25 20:35:34:452,1122236BHA115240,566.6,490.6
2022/10/26 02:10:36:953,1122236BHB110001,582.1,518.8
2022/10/26 02:10:07:042,1122236BHB110004,581.3,541.0
2022/10/26 02:22:57:117,1122236BHB110005,581.4,509.3
2022/10/26 02:23:13:523,1122236BHB110006,562.5,432.5
2022/10/26 01:52:05:658,1122236BHB110010,587.5,531.7
2022/10/26 01:55:03:220,1122236BHB110011,566.3,517.6
2022/10/26 02:10:39:856,1122236BHB110016,574.5,499.4
2022/10/26 02:26:58:207,1122236BHB110017,550.9,524.2
2022/10/26 01:47:51:366,1122236BHB110018,577.4,663.2
2022/10/26 01:51:19:240,1122236BHB110019,566.1,573.7
2022/10/26 02:27:53:424,1122236BHB110022,538.5,503.3
2022/10/26 02:28:22:934,1122236BHB110023,581.0,522.2
2022/10/26 02:28:12:931,1122236BHB110028,561.3,531.7
2022/10/26 01:51:22:541,1122236BHB110029,530.7,557.8
2022/10/26 01:47:30:857,1122236BHB110032,601.7,670.9
2022/10/26 01:52:49:572,1122236BHB110033,546.6,594.5
2022/10/26 01:53:49:192,1122236BHB110037,551.7,557.2
2022/10/26 01:55:06:220,1122236BHB110038,533.0,497.6
2022/10/26 01:52:46:769,1122236BHB110039,527.3,529.7
2022/10/26 01:51:36:343,1122236BHB110042,538.8,516.1
2022/10/26 01:47:33:857,1122236BHB110043,579.3,574.7
2022/10/26 02:10:09:844,1122236BHB110044,568.0,551.1
2022/10/26 02:27:18:211,1122236BHB110050,585.3,504.9
2022/10/26 02:26:38:997,1122236BHB110051,573.2,521.4
2022/10/26 02:24:47:057,1122236BHB110054,552.9,507.7
2022/10/26 02:25:01:462,1122236BHB110055,537.0,494.3
2022/10/26 02:27:48:921,1122236BHB110056,574.1,482.8
2022/10/26 02:27:35:116,1122236BHB110057,556.4,541.1
2022/10/26 02:27:12:008,1122236BHB110060,548.8,480.9
2022/10/26 01:18:01:823,1122236BHB110062,562.3,535.7
2022/10/26 01:19:49:260,1122236BHB110063,610.1,508.8
2022/10/26 01:23:30:942,1122236BHB110067,530.0,509.9
2022/10/26 01:19:19:751,1122236BHB110068,592.7,510.1
2022/10/26 01:35:21:195,1122236BHB110070,573.9,530.8
2022/10/26 01:18:30:634,1122236BHB110071,560.6,508.0
2022/10/26 01:36:22:617,1122236BHB110073,564.3,505.5
2022/10/26 01:19:23:352,1122236BHB110074,591.2,494.7
2022/10/26 01:16:01:180,1122236BHB110076,558.0,518.7
2022/10/26 01:15:21:465,1122236BHB110079,572.8,527.9
2022/10/26 01:14:51:158,1122236BHB110082,598.8,518.0
2022/10/26 01:13:54:335,1122236BHB110083,574.4,526.2
2022/10/26 01:14:38:154,1122236BHB110085,579.9,535.0
2022/10/26 01:14:10:443,1122236BHB110086,598.2,523.9
2022/10/26 01:14:54:657,1122236BHB110088,544.6,524.8
2022/10/26 01:13:57:637,1122236BHB110089,555.3,526.5
2022/10/25 20:59:00:057,1122236BHB110301,555.1,521.1
2022/10/25 20:59:27:567,1122236BHB110304,562.2,531.7
2022/10/25 20:55:40:484,1122236BHB110308,586.6,510.5
2022/10/25 20:58:01:734,1122236BHB110311,586.1,491.9
2022/10/25 20:57:41:527,1122236BHB110314,602.3,512.6
2022/10/25 20:58:38:849,1122236BHB110316,593.0,532.2
2022/10/25 20:55:42:485,1122236BHB110319,593.7,544.9
2022/10/25 20:58:41:750,1122236BHB110328,547.7,512.7
2022/10/25 20:58:56:454,1122236BHB110347,547.6,491.9
2022/10/25 20:54:30:859,1122236BHB110348,559.8,549.3
2022/10/25 21:01:31:711,1122236BHB110350,537.2,490.1
2022/10/25 20:58:36:148,1122236BHB110351,571.0,554.7
2022/10/25 20:58:53:255,1122236BHB110354,529.6,515.5
2022/10/25 20:57:15:522,1122236BHB110357,596.7,470.9
2022/10/25 20:54:44:564,1122236BHB110360,565.8,498.3
2022/10/26 01:46:51:742,1122236BHB110460,583.0,501.7
2022/10/26 01:43:59:480,1122236BHB110492,594.0,527.1
2022/10/26 01:43:42:273,1122236BHB110495,550.8,516.5
2022/10/26 01:41:42:131,1122236BHB110541,540.2,492.7
2022/10/26 01:35:01:387,1122236BHB110542,551.0,492.8
2022/10/26 01:37:51:748,1122236BHB110543,581.7,507.6
2022/10/26 01:42:55:659,1122236BHB110544,542.1,528.3
2022/10/26 01:38:20:860,1122236BHB110545,542.4,493.9
2022/10/26 02:06:10:058,1122236BHB110546,560.0,545.3
2022/10/26 01:42:22:247,1122236BHB110547,581.0,616.3
2022/10/26 01:20:37:579,1122236BHB110549,570.3,479.4
2022/10/26 01:41:10:520,1122236BHB110550,602.7,544.1
2022/10/26 01:41:40:331,1122236BHB110551,560.9,486.3
2022/10/26 01:42:06:652,1122236BHB110552,546.1,527.0
2022/10/26 01:10:49:767,1122236BHB110553,532.2,567.5
2022/10/26 01:34:41:181,1122236BHB110554,592.6,531.8
2022/10/26 01:41:12:421,1122236BHB110556,565.7,516.0
2022/10/26 01:39:17:681,1122236BHB110558,556.8,494.1
2022/10/26 01:39:02:574,1122236BHB110559,579.4,536.1
2022/10/26 01:14:13:544,1122236BHB110560,531.2,499.7
2022/10/26 01:16:20:787,1122236BHB110561,592.8,481.0
2022/10/26 01:21:01:486,1122236BHB110562,545.1,545.3
2022/10/26 01:47:57:570,1122236BHB110563,574.2,540.0
2022/10/26 01:51:28:342,1122236BHB110564,565.5,520.2
2022/10/26 01:51:46:148,1122236BHB110565,569.5,500.7
2022/10/26 01:15:39:570,1122236BHB110566,573.1,494.9
2022/10/26 01:17:59:922,1122236BHB110567,574.2,498.5
2022/10/26 01:47:40:459,1122236BHB110568,552.3,517.1
2022/10/26 01:48:00:968,1122236BHB110569,549.7,508.3
2022/10/26 01:40:04:497,1122236BHB110570,583.1,512.6
2022/10/26 08:32:02:052,1122236BHB110571,575.2,540.4
2022/10/26 01:17:42:216,1122236BHB110572,544.9,500.1
2022/10/26 01:13:24:524,1122236BHB110574,553.2,498.3
2022/10/26 01:14:35:048,1122236BHB110575,526.5,528.7
2022/10/26 08:33:40:885,1122236BHB110576,524.5,533.0
2022/10/26 08:33:33:882,1122236BHB110577,587.7,545.1
2022/10/26 01:43:12:065,1122236BHB110579,578.8,516.0
2022/10/26 08:32:30:262,1122236BHB110580,570.2,513.5
2022/10/26 08:30:15:313,1122236BHB110581,573.4,531.5
2022/10/26 08:33:49:488,1122236BHB110582,597.3,523.2
2022/10/26 01:42:59:266,1122236BHB110583,557.3,532.5
2022/10/26 01:10:55:269,1122236BHB110584,595.2,541.5
2022/10/26 01:13:06:617,1122236BHB110585,567.5,555.8
2022/10/26 08:32:26:660,1122236BHB110586,572.4,484.8
2022/10/26 01:40:32:506,1122236BHB110587,581.3,531.5
2022/10/26 08:33:30:681,1122236BHB110588,593.6,557.7
2022/10/26 08:37:16:061,1122236BHB110589,588.4,472.9
2022/10/26 01:39:50:791,1122236BHB110590,578.4,538.7
2022/10/26 01:40:08:300,1122236BHB110591,535.4,503.0
2022/10/26 01:40:51:313,1122236BHB110592,552.8,526.9
2022/10/26 08:55:05:046,1122236BHB110593,605.4,544.6
2022/10/26 08:54:59:445,1122236BHB110594,576.6,750.1
2022/10/26 08:58:08:712,1122236BHB110595,582.3,635.5
2022/10/26 01:39:23:885,1122236BHB110596,570.8,542.7
