Capture Time,PUN,X,Y
2022/10/25 17:54:18:486,1122238BHF111994,554.2,568.4
2022/10/25 17:54:21:286,1122238BHF111995,564.8,545.4
2022/10/25 17:54:53:499,1122238BHF111996,583.1,528.8
2022/10/25 17:52:13:144,1122238BHF111997,532.1,495.2
2022/10/25 17:52:59:959,1122238BHF111998,597.5,519.0
2022/10/25 17:43:04:146,1122238BHF111999,588.9,569.6
2022/10/25 17:48:44:466,1122238BHF112000,565.7,495.4
2022/10/25 17:48:47:868,1122238BHF112001,544.7,477.0
2022/10/25 17:52:10:239,1122238BHF112002,528.7,528.1
2022/10/25 17:51:46:634,1122238BHF112003,543.1,515.3
2022/10/25 17:49:07:776,1122238BHF112004,597.8,504.5
2022/10/25 17:43:07:446,1122238BHF112005,582.8,524.8
2022/10/25 17:49:11:178,1122238BHF112006,543.2,533.0
2022/10/25 17:49:32:084,1122238BHF112007,538.5,472.7
2022/10/25 17:53:45:673,1122238BHF112008,537.5,448.8
2022/10/25 17:52:42:852,1122238BHF112009,585.1,528.0
2022/10/25 17:49:29:282,1122238BHF112010,572.7,476.7
2022/10/25 17:48:02:452,1122238BHF112011,573.6,522.0
2022/10/25 17:53:35:571,1122238BHF112013,533.0,517.4
2022/10/25 17:53:18:565,1122238BHF112014,561.6,533.3
2022/10/25 17:42:13:926,1122238BHF112015,586.4,549.9
2022/10/25 17:50:01:494,1122238BHF112016,556.6,568.7
2022/10/25 17:51:04:416,1122238BHF112017,544.5,545.8
2022/10/25 17:42:42:843,1122238BHF112018,547.3,501.1
2022/10/25 17:42:08:528,1122238BHF112019,553.5,541.3
2022/10/25 17:42:39:445,1122238BHF112020,555.3,519.2
2022/10/25 17:42:36:835,1122238BHF112021,527.7,500.4
2022/10/25 17:49:58:892,1122238BHF112022,539.2,603.2
2022/10/25 17:53:25:069,1122238BHF112023,540.2,531.5
2022/10/25 17:42:04:523,1122238BHF112024,541.6,571.9
2022/10/25 17:42:02:722,1122238BHF112025,574.5,548.6
2022/10/25 17:41:53:420,1122238BHF112026,594.1,494.4
2022/10/25 17:50:04:900,1122238BHF112027,577.2,544.5
2022/10/25 17:53:21:574,1122238BHF112028,594.8,546.1
2022/10/25 17:54:56:200,1122238BHF112029,553.5,522.6
2022/10/25 17:54:24:589,1122238BHF112030,566.6,513.7
2022/10/25 17:54:59:900,1122238BHF112031,559.8,499.3
2022/10/25 17:51:07:325,1122238BHF112032,607.8,494.9
2022/10/25 17:53:42:574,1122238BHF112033,573.5,480.9
2022/10/25 17:54:27:592,1122238BHF112034,551.0,534.3
2022/10/25 17:52:16:947,1122238BHF112035,558.2,470.0
2022/10/25 17:51:50:334,1122238BHF112036,578.0,509.4
2022/10/25 17:51:12:319,1122238BHF112037,540.4,525.4
2022/10/25 17:53:39:573,1122238BHF112038,562.9,544.9
2022/10/25 17:53:28:270,1122238BHF112039,555.2,529.3
2022/10/25 17:52:20:444,1122238BHF112040,569.9,487.1
2022/10/25 17:51:10:220,1122238BHF112041,587.2,547.9
2022/10/25 17:50:08:295,1122238BHF112042,578.8,510.0
2022/10/25 18:33:39:031,1122238BHF112044,587.2,538.5
2022/10/25 18:33:56:738,1122238BHF112045,568.0,509.9
2022/10/25 18:30:53:272,1122238BHF112050,534.2,444.6
2022/10/25 18:30:17:961,1122238BHF112051,574.4,542.6
2022/10/25 18:29:28:343,1122238BHF112054,588.6,542.8
2022/10/25 18:33:52:939,1122238BHF112055,569.8,517.0
2022/10/25 18:30:15:962,1122238BHF112056,579.5,520.1
2022/10/25 18:29:32:043,1122238BHF112057,546.2,490.5
2022/10/25 18:27:59:511,1122238BHF112059,567.0,527.6
2022/10/25 18:29:30:142,1122238BHF112062,523.8,541.4
2022/10/25 18:29:25:840,1122238BHF112063,597.8,546.4
2022/10/25 18:30:05:754,1122238BHF112067,567.2,506.0
2022/10/25 18:30:14:059,1122238BHF112068,588.4,567.3
2022/10/25 18:30:44:070,1122238BHF112069,549.6,509.6
2022/10/25 18:30:12:257,1122238BHF112072,584.7,555.8
2022/10/25 18:26:47:085,1122238BHF112073,550.1,519.3
2022/10/25 18:26:30:179,1122238BHF112076,601.9,609.0
2022/10/25 18:26:33:079,1122238BHF112077,586.9,548.4
2022/10/25 18:26:49:786,1122238BHF112078,544.2,548.6
2022/10/25 18:26:53:292,1122238BHF112079,540.0,496.1
2022/10/25 18:26:36:079,1122238BHF112082,555.2,547.1
2022/10/25 18:30:46:672,1122238BHF112083,585.7,539.7
2022/10/25 18:30:49:671,1122238BHF112088,569.7,476.0
2022/10/25 18:30:02:455,1122238BHF112089,558.5,482.6
2022/10/25 18:33:54:737,1122238BHF112090,546.9,492.8
2022/10/25 18:33:50:536,1122238BHF112091,551.3,531.7
2022/10/25 18:29:59:553,1122238BHF112094,576.5,551.7
2022/10/25 18:33:45:538,1122238BHF112096,591.2,524.1
2022/10/25 18:33:42:232,1122238BHF112101,571.7,527.9
2022/10/25 18:36:11:887,1122238BHF112103,573.7,569.5
2022/10/25 18:31:36:989,1122238BHF112104,536.8,491.4
2022/10/25 18:36:34:898,1122238BHF112105,531.4,481.9
2022/10/25 18:28:59:731,1122238BHF112106,578.0,503.6
2022/10/25 18:31:10:479,1122238BHF112107,621.6,669.9
2022/10/25 18:36:31:895,1122238BHF112108,554.4,523.0
2022/10/25 18:36:09:086,1122238BHF112109,570.8,533.6
2022/10/25 18:36:41:697,1122238BHF112110,548.8,486.3
2022/10/25 18:34:16:546,1122238BHF112111,538.1,587.5
2022/10/25 18:31:16:182,1122238BHF112112,581.5,551.9
2022/10/25 18:31:27:785,1122238BHF112113,573.2,508.3
2022/10/25 18:34:58:060,1122238BHF112114,549.9,538.8
2022/10/25 18:34:18:647,1122238BHF112115,527.1,538.3
2022/10/25 18:35:00:459,1122238BHF112116,568.4,518.9
2022/10/25 18:27:56:609,1122238BHF112117,566.9,535.9
2022/10/25 18:31:19:185,1122238BHF112118,593.1,511.3
2022/10/25 18:22:30:493,1122238BHF112119,563.0,512.4
2022/10/25 18:22:15:691,1122238BHF112120,576.9,543.8
2022/10/25 18:23:18:011,1122238BHF112121,542.4,490.5
2022/10/25 18:31:33:786,1122238BHF112122,553.9,492.8
2022/10/25 18:33:36:430,1122238BHF112123,556.2,570.9
2022/10/25 18:22:18:889,1122238BHF112124,563.9,523.5
2022/10/25 18:22:36:394,1122238BHF112125,567.9,496.3
2022/10/25 18:22:21:087,1122238BHF112126,551.2,535.3
2022/10/25 18:23:01:904,1122238BHF112127,572.4,516.2
2022/10/25 18:31:13:179,1122238BHF112128,548.2,546.3
2022/10/25 18:31:30:786,1122238BHF112129,550.1,533.7
2022/10/25 18:23:21:210,1122238BHF112130,551.5,513.1
2022/10/25 18:22:43:396,1122238BHF112131,526.3,501.6
2022/10/25 18:28:57:635,1122238BHF112132,577.8,517.5
2022/10/25 18:16:38:869,1122238BHF112133,589.3,344.1
2022/10/25 18:01:45:250,1122238BHF112134,571.0,476.3
2022/10/25 18:01:39:645,1122238BHF112136,542.4,528.5
2022/10/25 18:01:42:346,1122238BHF112137,537.4,498.9
2022/10/25 18:16:58:576,1122238BHF112138,582.8,348.1
2022/10/25 18:23:11:608,1122238BHF112139,536.0,527.4
2022/10/25 18:22:57:303,1122238BHF112140,561.6,567.7
2022/10/25 18:23:14:607,1122238BHF112141,583.0,515.8
2022/10/25 18:16:52:874,1122238BHF112142,559.4,501.3
2022/10/25 18:16:55:680,1122238BHF112143,530.0,470.7
2022/10/25 18:22:33:394,1122238BHF112144,553.3,510.5
2022/10/25 18:22:12:888,1122238BHF112145,568.3,589.8
2022/10/25 18:23:00:004,1122238BHF112146,560.9,527.1
2022/10/25 18:01:07:433,1122238BHF112147,579.9,552.7
2022/10/25 18:01:11:834,1122238BHF112148,560.8,526.0
2022/10/25 18:17:24:183,1122238BHF112149,560.1,525.8
2022/10/25 18:17:20:680,1122238BHF112150,547.7,517.4
2022/10/25 18:17:18:780,1122238BHF112151,599.9,543.5
2022/10/25 18:01:09:934,1122238BHF112152,554.4,501.7
2022/10/25 18:16:50:072,1122238BHF112153,577.5,511.2
2022/10/25 18:17:33:986,1122238BHF112154,555.0,523.9
2022/10/25 18:22:54:200,1122238BHF112155,556.9,521.8
2022/10/25 18:17:36:888,1122238BHF112156,573.5,548.5
2022/10/25 17:59:38:900,1122238BHF112157,568.0,529.7
2022/10/25 18:16:32:865,1122238BHF112158,549.7,553.6
2022/10/25 18:16:35:771,1122238BHF112159,521.0,561.5
2022/10/25 17:59:59:006,1122238BHF112160,538.9,511.6
2022/10/25 18:00:40:326,1122238BHF112161,546.6,454.8
2022/10/25 18:01:04:431,1122238BHF112162,576.4,703.0
2022/10/25 18:27:49:106,1122238BHF112895,536.2,570.7
2022/10/25 18:27:51:708,1122238BHF113000,560.6,574.3
2022/10/26 07:58:54:940,1122238BHF113484,600.3,802.5
2022/10/26 07:57:41:714,1122238BHF113487,585.4,483.1
2022/10/26 07:57:21:807,1122238BHF113490,539.5,544.7
2022/10/26 07:57:38:013,1122238BHF113493,529.7,624.9
2022/10/26 07:57:28:408,1122238BHF113496,572.3,526.9
2022/10/26 07:59:00:341,1122238BHF113515,593.3,533.4
2022/10/26 07:58:57:639,1122238BHF113516,564.9,553.8
2022/10/26 07:59:02:640,1122238BHF113518,549.9,527.0
2022/10/26 07:59:20:247,1122238BHF113519,571.1,497.7
2022/10/26 08:00:28:471,1122238BHF113521,569.7,800.3
2022/10/26 07:59:22:447,1122238BHF113522,545.2,499.1
2022/10/26 08:00:31:677,1122238BHF113524,581.0,579.5
2022/10/26 08:00:54:780,1122238BHF113525,553.0,534.1
2022/10/26 07:57:45:213,1122238BHF113528,561.8,515.9
2022/10/26 07:59:17:745,1122238BHF113530,567.0,498.1
2022/10/26 07:59:13:246,1122238BHF113533,598.7,525.8
2022/10/26 07:57:25:108,1122238BHF113536,547.8,510.4
2022/10/26 07:50:05:349,1122238BHF113547,554.4,504.0
2022/10/26 07:50:07:954,1122238BHF113550,591.7,518.6
2022/10/26 07:50:11:249,1122238BHF113553,562.3,508.2
2022/10/26 07:51:36:680,1122238BHF113556,533.1,536.2
2022/10/26 07:52:37:605,1122238BHF113559,553.5,514.5
2022/10/26 07:52:04:693,1122238BHF113562,569.0,540.2
2022/10/26 07:52:30:999,1122238BHF113565,568.1,518.1
2022/10/26 07:55:22:961,1122238BHF113568,585.0,515.0
2022/10/26 07:52:07:995,1122238BHF113572,571.7,518.1
2022/10/26 07:56:47:694,1122238BHF113574,566.5,499.2
2022/10/26 07:51:39:083,1122238BHF113575,593.0,517.3
2022/10/26 07:51:22:677,1122238BHF113576,539.4,687.7
2022/10/26 07:58:39:236,1122238BHF113577,560.9,443.5
2022/10/26 07:51:45:586,1122238BHF113578,536.9,508.8
2022/10/26 07:51:30:180,1122238BHF113579,577.8,548.4
2022/10/26 07:58:35:932,1122238BHF113580,577.1,509.3
2022/10/26 07:51:48:684,1122238BHF113581,534.5,499.8
2022/10/26 07:51:26:385,1122238BHF113582,576.2,509.7
2022/10/26 07:58:06:120,1122238BHF113583,552.6,542.7
2022/10/26 07:53:16:819,1122238BHF113584,553.5,637.9
2022/10/26 07:54:04:734,1122238BHF113585,580.5,520.1
2022/10/26 07:51:02:269,1122238BHF113586,542.7,529.2
2022/10/26 07:56:50:796,1122238BHF113587,544.5,506.7
2022/10/26 07:51:19:678,1122238BHF113588,564.9,696.9
2022/10/26 07:55:02:956,1122238BHF113589,591.3,520.1
2022/10/26 07:52:34:206,1122238BHF113591,559.3,516.3
2022/10/26 07:54:59:255,1122238BHF113592,576.6,562.2
2022/10/26 07:49:52:245,1122238BHF113593,581.5,549.1
2022/10/26 07:52:01:590,1122238BHF113594,558.2,555.0
2022/10/26 07:55:14:158,1122238BHF113595,607.3,508.0
2022/10/26 07:49:55:748,1122238BHF113596,551.4,537.3
2022/10/26 07:56:58:496,1122238BHF113598,612.4,503.1
2022/10/26 07:49:59:145,1122238BHF113599,543.9,551.8
2022/10/26 07:55:05:255,1122238BHF113600,562.9,544.4
2022/10/26 07:55:20:761,1122238BHF113601,540.0,516.4
2022/10/26 08:00:58:183,1122238BHF113602,586.4,523.8
2022/10/26 08:03:09:732,1122238BHF113604,531.4,532.5
2022/10/26 07:50:40:561,1122238BHF113605,594.9,549.5
2022/10/26 07:50:59:767,1122238BHF113606,591.4,492.5
2022/10/26 08:03:06:929,1122238BHF113607,577.4,544.0
2022/10/26 07:50:38:461,1122238BHF113608,588.7,537.7
2022/10/26 07:50:56:366,1122238BHF113609,598.4,509.5
2022/10/26 08:07:34:123,1122238BHF113610,588.8,537.0
2022/10/26 07:50:35:558,1122238BHF113611,555.5,564.2
2022/10/26 07:50:53:067,1122238BHF113612,557.4,526.7
2022/10/26 08:07:51:945,1122238BHF113613,552.5,472.9
2022/10/26 07:52:10:894,1122238BHF113614,521.1,523.3
2022/10/26 07:52:40:604,1122238BHF113615,563.7,489.7
2022/10/26 08:07:31:923,1122238BHF113616,544.4,530.5
2022/10/26 08:03:36:540,1122238BHF113617,555.6,521.4
2022/10/26 07:50:44:163,1122238BHF113618,531.3,541.0
2022/10/26 08:07:11:616,1122238BHF113619,540.7,508.9
2022/10/26 07:56:27:686,1122238BHF113620,582.4,565.3
2022/10/26 07:55:17:561,1122238BHF113621,603.3,527.1
2022/10/26 08:01:21:590,1122238BHF113622,594.4,568.4
2022/10/26 07:56:24:783,1122238BHF113623,534.8,561.5
2022/10/26 07:54:56:653,1122238BHF113624,561.5,560.7
2022/10/26 08:03:39:740,1122238BHF113625,566.2,509.4
2022/10/26 07:58:12:626,1122238BHF113626,547.6,508.3
2022/10/26 07:56:32:488,1122238BHF113627,545.4,537.3
2022/10/26 07:56:54:996,1122238BHF113630,546.5,496.0
2022/10/26 08:04:12:172,1122238BHF113631,562.2,539.2
2022/10/26 08:07:09:316,1122238BHF113632,545.4,572.1
2022/10/26 07:56:30:387,1122238BHF113633,573.0,517.9
2022/10/26 07:55:49:972,1122238BHF113634,578.4,533.6
2022/10/26 08:07:45:727,1122238BHF113635,576.8,528.6
2022/10/26 08:07:29:022,1122238BHF113636,524.5,543.4
2022/10/26 07:57:18:704,1122238BHF113637,586.2,591.8
2022/10/26 07:58:02:725,1122238BHF113638,580.0,562.5
2022/10/26 07:58:31:933,1122238BHF113639,576.3,517.7
2022/10/26 08:01:00:683,1122238BHF113640,578.2,488.9
2022/10/26 07:57:59:617,1122238BHF113641,578.8,538.9
2022/10/26 07:58:28:728,1122238BHF113642,579.9,520.3
2022/10/26 08:02:12:913,1122238BHF113643,563.4,647.7
2022/10/26 07:59:52:559,1122238BHF113644,557.7,511.2
2022/10/26 08:00:11:867,1122238BHF113645,570.2,515.2
2022/10/26 08:02:42:818,1122238BHF113646,612.6,508.3
2022/10/26 07:55:46:775,1122238BHF113647,565.8,539.5
2022/10/26 08:07:49:231,1122238BHF113648,558.4,502.5
2022/10/26 07:54:10:736,1122238BHF113649,529.1,511.2
2022/10/26 08:03:13:532,1122238BHF113650,535.7,542.1
2022/10/26 08:05:07:571,1122238BHF113651,626.0,541.1
2022/10/26 07:54:12:836,1122238BHF113652,561.7,510.1
2022/10/26 08:03:33:236,1122238BHF113653,579.3,520.2
2022/10/26 08:01:41:299,1122238BHF113654,545.5,532.2
2022/10/26 07:56:01:275,1122238BHF113655,567.8,556.5
2022/10/26 08:07:54:332,1122238BHF113656,583.8,522.3
2022/10/26 08:01:18:789,1122238BHF113657,531.7,593.3
2022/10/26 07:56:07:480,1122238BHF113658,544.5,551.3
2022/10/26 08:03:42:241,1122238BHF113660,575.3,512.3
2022/10/26 07:53:19:720,1122238BHF113661,528.7,670.9
2022/10/26 07:54:08:036,1122238BHF113662,557.1,505.0
2022/10/26 08:03:16:935,1122238BHF113663,554.6,522.4
2022/10/26 08:31:43:743,1122238BHF113664,548.4,534.9
2022/10/26 08:02:47:921,1122238BHF113665,571.3,514.1
2022/10/26 08:02:19:612,1122238BHF113666,521.2,529.7
2022/10/26 08:02:21:814,1122238BHF113668,568.2,515.1
2022/10/26 08:02:50:923,1122238BHF113669,579.9,481.0
2022/10/26 08:32:59:774,1122238BHF113670,530.8,532.3
2022/10/26 08:04:05:448,1122238BHF113671,597.7,692.6
2022/10/26 08:02:53:124,1122238BHF113672,552.7,521.5
2022/10/26 08:33:09:175,1122238BHF113673,614.3,493.9
2022/10/26 08:07:02:515,1122238BHF113674,553.4,521.6
2022/10/26 08:04:08:053,1122238BHF113675,565.3,542.8
2022/10/26 08:33:06:672,1122238BHF113676,581.9,511.3
2022/10/26 08:31:41:343,1122238BHF113677,547.8,498.9
2022/10/26 08:02:16:415,1122238BHF113678,598.5,561.2
2022/10/26 08:29:44:904,1122238BHF113679,544.8,490.9
2022/10/26 07:56:12:179,1122238BHF113680,562.7,534.2
2022/10/26 07:53:23:229,1122238BHF113681,573.5,543.4
2022/10/26 08:29:48:502,1122238BHF113682,531.0,510.2
2022/10/26 07:57:35:609,1122238BHF113683,592.3,517.9
2022/10/26 07:53:26:822,1122238BHF113684,571.8,508.3
2022/10/26 08:31:36:544,1122238BHF113685,565.0,536.1
2022/10/26 08:00:38:576,1122238BHF113686,572.7,548.0
2022/10/26 07:55:40:268,1122238BHF113687,572.2,565.7
2022/10/26 08:01:02:682,1122238BHF113689,578.8,520.9
2022/10/26 07:55:43:468,1122238BHF113690,553.6,582.0
2022/10/26 08:24:14:483,1122238BHF113691,554.6,509.6
2022/10/26 07:56:09:880,1122238BHF113693,519.3,506.5
2022/10/26 08:20:22:400,1122238BHF113694,570.7,535.7
2022/10/26 08:09:41:269,1122238BHF113695,552.4,482.4
2022/10/26 08:07:25:522,1122238BHF113696,605.6,542.8
2022/10/26 08:20:18:798,1122238BHF113697,565.6,530.7
2022/10/26 08:09:37:470,1122238BHF113698,536.5,519.5
2022/10/26 08:09:13:260,1122238BHF113699,580.2,531.8
2022/10/26 08:20:16:098,1122238BHF113700,540.0,507.6
2022/10/26 08:09:35:167,1122238BHF113701,537.4,522.9
2022/10/26 08:09:10:557,1122238BHF113702,572.7,538.4
2022/10/26 08:13:56:761,1122238BHF113703,577.1,558.6
2022/10/26 08:09:05:259,1122238BHF113704,576.5,533.4
2022/10/26 08:09:32:766,1122238BHF113705,600.7,512.5
2022/10/26 08:21:32:225,1122238BHF113706,534.5,525.3
2022/10/26 08:01:44:399,1122238BHF113707,594.5,524.6
2022/10/26 08:32:49:867,1122238BHF113708,563.4,567.7
2022/10/26 08:00:05:262,1122238BHF113709,552.6,547.3
2022/10/26 08:31:10:331,1122238BHF113710,564.2,530.4
2022/10/26 08:29:28:096,1122238BHF113711,559.6,542.8
2022/10/26 08:00:02:061,1122238BHF113712,527.5,525.7
2022/10/26 08:31:13:132,1122238BHF113713,564.7,516.7
2022/10/26 08:29:32:897,1122238BHF113714,574.4,559.9
2022/10/26 08:01:51:201,1122238BHF113715,554.4,505.6
2022/10/26 08:33:12:775,1122238BHF113716,558.6,520.6
2022/10/26 08:31:03:029,1122238BHF113717,575.4,734.3
2022/10/26 08:01:48:107,1122238BHF113718,559.0,507.2
2022/10/26 08:32:53:976,1122238BHF113719,569.4,520.3
2022/10/26 08:31:39:142,1122238BHF113720,576.5,506.1
2022/10/26 07:59:50:357,1122238BHF113721,550.7,525.5
2022/10/26 08:00:08:868,1122238BHF113722,598.5,505.1
2022/10/26 08:31:06:334,1122238BHF113723,567.2,551.4
2022/10/26 08:22:12:338,1122238BHF113724,537.9,532.3
2022/10/26 08:21:27:927,1122238BHF113726,548.2,473.7
2022/10/26 08:21:51:233,1122238BHF113727,560.6,563.8
2022/10/26 08:21:08:526,1122238BHF113728,531.3,573.3
2022/10/26 08:24:47:894,1122238BHF113730,554.5,526.5
2022/10/26 08:21:04:118,1122238BHF113731,579.1,534.7
2022/10/26 08:21:21:223,1122238BHF113732,559.0,528.2
2022/10/26 08:25:14:204,1122238BHF113733,558.1,509.2
2022/10/26 08:22:35:549,1122238BHF113734,593.5,544.7
2022/10/26 08:24:17:584,1122238BHF113735,587.2,464.0
2022/10/26 08:25:18:006,1122238BHF113736,546.9,514.8
2022/10/26 08:47:05:073,1122238BHF113737,569.3,621.8
2022/10/26 08:21:15:618,1122238BHF113738,576.8,543.4
2022/10/26 07:59:47:958,1122238BHF113741,581.3,537.7
2022/10/26 08:49:37:627,1122238BHF113742,587.1,488.6
2022/10/26 08:15:15:990,1122238BHF113743,554.4,517.8
2022/10/26 08:15:16:789,1122238BHF113743,555.9,518.4
2022/10/26 08:15:19:791,1122238BHF113743,555.0,518.1
2022/10/26 08:15:35:896,1122238BHF113743,555.1,519.1
2022/10/26 08:15:46:199,1122238BHF113743,555.2,518.2
2022/10/26 08:15:54:803,1122238BHF113743,555.0,517.9
2022/10/26 08:15:59:809,1122238BHF113743,554.6,517.9
2022/10/26 08:16:11:009,1122238BHF113743,555.2,517.8
2022/10/26 08:16:16:211,1122238BHF113743,555.0,517.8
2022/10/26 08:16:20:213,1122238BHF113743,555.2,517.6
2022/10/26 08:16:25:518,1122238BHF113743,553.8,515.8
2022/10/26 08:16:43:420,1122238BHF113743,555.1,517.0
2022/10/26 08:16:53:424,1122238BHF113743,555.0,518.4
2022/10/26 08:16:55:625,1122238BHF113743,555.1,518.4
2022/10/26 08:17:05:629,1122238BHF113743,555.2,518.7
2022/10/26 08:17:11:130,1122238BHF113743,555.0,518.7
2022/10/26 08:17:13:931,1122238BHF113743,555.1,518.7
2022/10/26 08:17:16:132,1122238BHF113743,555.3,518.7
2022/10/26 08:17:26:337,1122238BHF113743,555.0,518.7
2022/10/26 07:59:44:756,1122238BHF113744,559.4,548.5
2022/10/26 08:49:04:416,1122238BHF113745,569.2,518.9
2022/10/26 08:15:13:488,1122238BHF113746,604.8,552.8
2022/10/26 08:01:29:997,1122238BHF113747,559.1,549.6
2022/10/26 08:48:57:113,1122238BHF113748,573.0,530.2
2022/10/25 18:26:56:087,1122238BHF113749,588.8,504.3
2022/10/26 08:01:24:892,1122238BHF113750,594.2,541.3
2022/10/26 08:49:45:332,1122238BHF113751,570.6,529.1
2022/10/26 08:52:58:899,1122238BHF113752,546.1,476.5
2022/10/26 08:00:35:179,1122238BHF113753,548.0,534.1
2022/10/26 04:45:18:478,1122238BHF113754,617.6,458.4
2022/10/26 08:25:10:802,1122238BHF113755,530.8,519.6
2022/10/26 08:24:40:399,1122238BHF113756,531.2,566.8
2022/10/26 04:47:38:829,1122238BHF113757,588.8,512.2
2022/10/26 08:24:37:295,1122238BHF113758,597.9,705.8
2022/10/26 08:25:07:400,1122238BHF113759,568.1,520.9
2022/10/26 04:47:35:530,1122238BHF113760,559.2,533.4
2022/10/26 08:29:41:399,1122238BHF113761,590.9,503.8
2022/10/26 08:29:24:294,1122238BHF113762,587.6,537.0
2022/10/26 04:47:32:426,1122238BHF113763,567.0,562.0
2022/10/26 08:29:21:192,1122238BHF113764,545.8,716.4
2022/10/26 08:29:38:500,1122238BHF113765,564.2,538.4
2022/10/26 04:47:10:918,1122238BHF113766,525.7,522.4
2022/10/26 04:45:14:875,1122238BHF113767,532.8,484.2
2022/10/26 08:24:44:097,1122238BHF113768,556.0,531.8
2022/10/26 03:12:18:484,1122238BHF113769,545.6,533.9
2022/10/26 08:21:53:431,1122238BHF113770,591.1,509.2
2022/10/26 08:48:50:512,1122238BHF113771,571.6,550.0
2022/10/26 04:44:05:156,1122238BHF113772,566.1,485.5
2022/10/26 08:22:08:544,1122238BHF113773,576.1,530.8
2022/10/26 08:48:44:209,1122238BHF113774,576.9,521.0
2022/10/26 04:44:50:766,1122238BHF113775,583.7,552.3
2022/10/26 08:21:48:333,1122238BHF113776,538.3,644.7
2022/10/26 08:48:38:406,1122238BHF113777,627.9,529.4
2022/10/26 04:44:55:470,1122238BHF113778,573.8,558.5
2022/10/26 08:22:05:035,1122238BHF113779,523.5,524.4
2022/10/26 08:48:31:905,1122238BHF113780,593.0,553.1
2022/10/26 03:12:29:783,1122238BHF113781,567.4,505.3
2022/10/26 03:11:31:562,1122238BHF113782,542.9,537.9
2022/10/26 08:11:26:408,1122238BHF113784,581.4,731.0
2022/10/26 08:25:37:112,1122238BHF113785,528.2,538.1
2022/10/26 08:22:29:043,1122238BHF113786,531.5,538.3
2022/10/26 08:11:29:208,1122238BHF113787,561.6,532.9
2022/10/26 08:30:22:615,1122238BHF113788,585.4,528.4
2022/10/26 08:28:50:980,1122238BHF113789,566.1,476.8
2022/10/26 08:22:17:842,1122238BHF113790,552.1,513.2
2022/10/26 08:30:20:513,1122238BHF113791,577.8,520.4
2022/10/26 08:28:48:581,1122238BHF113792,610.3,506.8
2022/10/26 08:33:04:272,1122238BHF113793,535.9,524.4
2022/10/26 02:50:04:300,1122238BHF113794,560.7,520.6
2022/10/26 08:28:44:979,1122238BHF113795,551.6,514.7
2022/10/26 08:33:37:684,1122238BHF113796,527.7,530.3
2022/10/26 02:50:08:002,1122238BHF113797,583.1,510.7
2022/10/26 08:30:44:623,1122238BHF113798,554.2,521.7
2022/10/26 08:20:51:018,1122238BHF113799,530.6,518.2
2022/10/26 03:10:51:749,1122238BHF113800,573.1,552.3
2022/10/26 03:11:10:654,1122238BHF113801,528.4,518.1
2022/10/26 08:20:56:916,1122238BHF113802,534.0,508.1
2022/10/26 03:11:13:669,1122238BHF113803,580.6,512.8
2022/10/26 03:10:55:050,1122238BHF113804,572.1,521.0
2022/10/26 08:11:31:609,1122238BHF113805,540.8,542.0
2022/10/26 03:10:58:150,1122238BHF113806,597.7,545.2
2022/10/26 03:11:17:058,1122238BHF113807,556.8,494.4
2022/10/26 08:11:33:811,1122238BHF113808,537.8,532.9
2022/10/26 03:12:14:879,1122238BHF113809,580.0,551.4
2022/10/26 03:12:12:176,1122238BHF113810,546.5,562.2
2022/10/26 08:11:56:919,1122238BHF113811,586.0,513.5
2022/10/26 08:08:17:744,1122238BHF113814,548.4,551.1
2022/10/26 08:38:44:093,1122238BHF113815,588.8,514.6
2022/10/26 08:32:46:966,1122238BHF113816,597.3,548.5
2022/10/26 08:08:20:944,1122238BHF113817,521.0,527.1
2022/10/26 08:38:04:881,1122238BHF113818,567.5,509.4
2022/10/26 08:38:09:982,1122238BHF113819,581.3,520.4
2022/10/26 08:08:24:549,1122238BHF113820,558.0,546.2
2022/10/26 08:37:39:269,1122238BHF113821,563.2,548.8
2022/10/26 08:37:46:373,1122238BHF113822,564.0,511.8
2022/10/26 08:10:18:891,1122238BHF113823,556.6,509.2
2022/10/26 08:37:54:275,1122238BHF113824,554.3,543.9
2022/10/26 08:37:57:677,1122238BHF113825,517.1,495.5
2022/10/26 08:07:14:117,1122238BHF113827,585.9,517.9
2022/10/26 08:40:41:638,1122238BHF113828,565.7,520.3
2022/10/26 08:10:52:396,1122238BHF113829,525.0,540.2
2022/10/26 08:20:33:704,1122238BHF113830,564.4,538.4
2022/10/26 08:11:59:319,1122238BHF113831,579.5,504.2
2022/10/26 08:10:49:397,1122238BHF113832,554.3,532.3
2022/10/26 08:20:36:407,1122238BHF113833,563.4,543.3
2022/10/26 08:12:01:820,1122238BHF113834,587.8,531.0
2022/10/26 08:10:45:292,1122238BHF113835,539.8,543.1
2022/10/26 08:20:39:307,1122238BHF113836,570.7,522.7
2022/10/26 08:12:03:921,1122238BHF113837,650.3,489.1
2022/10/26 08:10:42:191,1122238BHF113838,567.2,536.2
2022/10/26 08:21:55:634,1122238BHF113839,553.6,512.8
2022/10/26 08:20:42:912,1122238BHF113840,568.0,517.6
2022/10/26 08:11:13:102,1122238BHF113841,539.6,517.9
2022/10/26 08:09:02:056,1122238BHF113842,537.4,540.2
2022/10/26 08:20:30:305,1122238BHF113843,540.0,714.2
2022/10/26 08:38:52:497,1122238BHF113844,581.3,534.2
2022/10/26 08:46:01:450,1122238BHF113845,585.4,552.1
